Logging to /home/c/choton/reinforcement_learning/icra_2026/aug11_random_hyp_exp/logs/August11_15/PPO_env6
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 79.8     |
|    ep_rew_mean     | -1e+05   |
| time/              |          |
|    fps             | 262      |
|    iterations      | 1        |
|    time_elapsed    | 62       |
|    total_timesteps | 16384    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 98.4         |
|    ep_rew_mean          | -9.92e+04    |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 2            |
|    time_elapsed         | 150          |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0033399928 |
|    clip_fraction        | 0.0126       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.54        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0011       |
|    loss                 | 9.01e+08     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00211     |
|    std                  | 1.01         |
|    value_loss           | 1.51e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 105         |
|    ep_rew_mean          | -9.96e+04   |
| time/                   |             |
|    fps                  | 206         |
|    iterations           | 3           |
|    time_elapsed         | 237         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.003541546 |
|    clip_fraction        | 0.0165      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.6        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0011      |
|    loss                 | 7.5e+08     |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.00255    |
|    std                  | 1.02        |
|    value_loss           | 1.3e+09     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | -9.96e+04   |
| time/                   |             |
|    fps                  | 201         |
|    iterations           | 4           |
|    time_elapsed         | 326         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.003952265 |
|    clip_fraction        | 0.0257      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.67       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0011      |
|    loss                 | 6.4e+08     |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00342    |
|    std                  | 1.03        |
|    value_loss           | 1.12e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -1e+05       |
| time/                   |              |
|    fps                  | 197          |
|    iterations           | 5            |
|    time_elapsed         | 414          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0036149048 |
|    clip_fraction        | 0.0241       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.74        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0011       |
|    loss                 | 9.46e+08     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00279     |
|    std                  | 1.04         |
|    value_loss           | 1.02e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 126          |
|    ep_rew_mean          | -1e+05       |
| time/                   |              |
|    fps                  | 195          |
|    iterations           | 6            |
|    time_elapsed         | 502          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0045262277 |
|    clip_fraction        | 0.0258       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.81        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0011       |
|    loss                 | 4.96e+08     |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.0034      |
|    std                  | 1.06         |
|    value_loss           | 1.07e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | -1e+05      |
| time/                   |             |
|    fps                  | 194         |
|    iterations           | 7           |
|    time_elapsed         | 590         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.004114961 |
|    clip_fraction        | 0.0269      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.87       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0011      |
|    loss                 | 6.08e+08    |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00328    |
|    std                  | 1.06        |
|    value_loss           | 9.55e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 143          |
|    ep_rew_mean          | -1.01e+05    |
| time/                   |              |
|    fps                  | 193          |
|    iterations           | 8            |
|    time_elapsed         | 678          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0040063867 |
|    clip_fraction        | 0.0255       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.93        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0011       |
|    loss                 | 9.97e+08     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00253     |
|    std                  | 1.08         |
|    value_loss           | 8.23e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 151          |
|    ep_rew_mean          | -1.01e+05    |
| time/                   |              |
|    fps                  | 192          |
|    iterations           | 9            |
|    time_elapsed         | 767          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0035040474 |
|    clip_fraction        | 0.0185       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.01        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0011       |
|    loss                 | 4.74e+08     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.0021      |
|    std                  | 1.09         |
|    value_loss           | 8.19e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | -1e+05      |
| time/                   |             |
|    fps                  | 191         |
|    iterations           | 10          |
|    time_elapsed         | 855         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.003372746 |
|    clip_fraction        | 0.0207      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.1        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0011      |
|    loss                 | 4.88e+08    |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00174    |
|    std                  | 1.11        |
|    value_loss           | 8.13e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 156          |
|    ep_rew_mean          | -1e+05       |
| time/                   |              |
|    fps                  | 191          |
|    iterations           | 11           |
|    time_elapsed         | 943          |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0038396432 |
|    clip_fraction        | 0.026        |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.19        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0011       |
|    loss                 | 3.87e+08     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.0022      |
|    std                  | 1.13         |
|    value_loss           | 8.29e+08     |
------------------------------------------
------------------------------------------
