Logging to /home/c/choton/reinforcement_learning/icra_2026/aug9_default_hyp_exp/logs/August09_15/PPO_env7
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 104       |
|    ep_rew_mean     | -9.84e+04 |
| time/              |           |
|    fps             | 552       |
|    iterations      | 1         |
|    time_elapsed    | 14        |
|    total_timesteps | 8192      |
----------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 107          |
|    ep_rew_mean          | -9.83e+04    |
| time/                   |              |
|    fps                  | 391          |
|    iterations           | 2            |
|    time_elapsed         | 41           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0028888725 |
|    clip_fraction        | 0.00298      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 2.68e-06     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.63e+08     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.0012      |
|    std                  | 1            |
|    value_loss           | 7.41e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | -9.83e+04    |
| time/                   |              |
|    fps                  | 352          |
|    iterations           | 3            |
|    time_elapsed         | 69           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0030123128 |
|    clip_fraction        | 0.00385      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -9.54e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 4.69e+08     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00133     |
|    std                  | 1            |
|    value_loss           | 8.7e+08      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | -9.72e+04    |
| time/                   |              |
|    fps                  | 336          |
|    iterations           | 4            |
|    time_elapsed         | 97           |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0043952717 |
|    clip_fraction        | 0.018        |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.14e+08     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00282     |
|    std                  | 1            |
|    value_loss           | 5.96e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 135         |
|    ep_rew_mean          | -9.75e+04   |
| time/                   |             |
|    fps                  | 331         |
|    iterations           | 5           |
|    time_elapsed         | 123         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.004147523 |
|    clip_fraction        | 0.014       |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.51       |
|    explained_variance   | -1.43e-06   |
|    learning_rate        | 0.0003      |
|    loss                 | 6.01e+08    |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00286    |
|    std                  | 0.999       |
|    value_loss           | 6.73e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | -9.81e+04    |
| time/                   |              |
|    fps                  | 326          |
|    iterations           | 6            |
|    time_elapsed         | 150          |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0029815366 |
|    clip_fraction        | 0.00293      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.59e+08     |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.0016      |
|    std                  | 1            |
|    value_loss           | 6.07e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | -9.85e+04    |
| time/                   |              |
|    fps                  | 318          |
|    iterations           | 7            |
|    time_elapsed         | 180          |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0029884516 |
|    clip_fraction        | 0.00284      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 4.04e+08     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00154     |
|    std                  | 0.999        |
|    value_loss           | 6.41e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | -9.79e+04   |
| time/                   |             |
|    fps                  | 316         |
|    iterations           | 8           |
|    time_elapsed         | 207         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.004853977 |
|    clip_fraction        | 0.0217      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.51       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 4.72e+08    |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00362    |
|    std                  | 0.999       |
|    value_loss           | 7.21e+08    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 134        |
|    ep_rew_mean          | -9.7e+04   |
| time/                   |            |
|    fps                  | 314        |
|    iterations           | 9          |
|    time_elapsed         | 234        |
|    total_timesteps      | 73728      |
| train/                  |            |
|    approx_kl            | 0.00413921 |
|    clip_fraction        | 0.00712    |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.5       |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 3.97e+08   |
|    n_updates            | 80         |
|    policy_gradient_loss | -0.00211   |
|    std                  | 0.997      |
|    value_loss           | 6.55e+08   |
----------------------------------------
------------------------------------------
