Logging to f:\Onedrive\OneDrive - Kansas State University\PhD Projects\Reinforcement Learning\Codes\Precision Spraying\January_26\jan10\setting_a_default_hyperparameters\logs\January10_13\ppo_env3
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 14.2     |
|    ep_rew_mean     | -1.4e+05 |
| time/              |          |
|    fps             | 632      |
|    iterations      | 1        |
|    time_elapsed    | 12       |
|    total_timesteps | 8192     |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.7         |
|    ep_rew_mean          | -1.43e+05    |
| time/                   |              |
|    fps                  | 373          |
|    iterations           | 2            |
|    time_elapsed         | 43           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0019215338 |
|    clip_fraction        | 0.000208     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 8.34e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.81e+09     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00224     |
|    std                  | 1            |
|    value_loss           | 8.32e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.3         |
|    ep_rew_mean          | -1.38e+05    |
| time/                   |              |
|    fps                  | 329          |
|    iterations           | 3            |
|    time_elapsed         | 74           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0015868325 |
|    clip_fraction        | 6.1e-05      |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.26e+09     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.00186     |
|    std                  | 0.999        |
|    value_loss           | 8.04e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.8         |
|    ep_rew_mean          | -1.32e+05    |
| time/                   |              |
|    fps                  | 308          |
|    iterations           | 4            |
|    time_elapsed         | 106          |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0012783133 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.54e+09     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.0015      |
|    std                  | 0.999        |
|    value_loss           | 7.73e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.5         |
|    ep_rew_mean          | -1.29e+05    |
| time/                   |              |
|    fps                  | 300          |
|    iterations           | 5            |
|    time_elapsed         | 136          |
|    total_timesteps      | 40960        |
| train/                  |              |
|    approx_kl            | 0.0021781172 |
|    clip_fraction        | 0.000513     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.57e+09     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00251     |
|    std                  | 0.999        |
|    value_loss           | 7.9e+09      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.7         |
|    ep_rew_mean          | -1.34e+05    |
| time/                   |              |
|    fps                  | 295          |
|    iterations           | 6            |
|    time_elapsed         | 166          |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0011026314 |
|    clip_fraction        | 1.22e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.91e+09     |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.00121     |
|    std                  | 0.999        |
|    value_loss           | 7.74e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 11.9         |
|    ep_rew_mean          | -1.16e+05    |
| time/                   |              |
|    fps                  | 291          |
|    iterations           | 7            |
|    time_elapsed         | 196          |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0009237613 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.6e+09      |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00103     |
|    std                  | 0.999        |
|    value_loss           | 7.56e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.7         |
|    ep_rew_mean          | -1.29e+05    |
| time/                   |              |
|    fps                  | 287          |
|    iterations           | 8            |
|    time_elapsed         | 227          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0013680814 |
|    clip_fraction        | 2.44e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.55e+09     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.0015      |
|    std                  | 0.999        |
|    value_loss           | 7.67e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 12.3         |
|    ep_rew_mean          | -1.22e+05    |
| time/                   |              |
|    fps                  | 285          |
|    iterations           | 9            |
|    time_elapsed         | 257          |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0014687774 |
|    clip_fraction        | 2.44e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.51e+09     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00153     |
|    std                  | 0.999        |
|    value_loss           | 7.23e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 12.8         |
|    ep_rew_mean          | -1.26e+05    |
| time/                   |              |
|    fps                  | 283          |
|    iterations           | 10           |
|    time_elapsed         | 289          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0017193543 |
|    clip_fraction        | 8.54e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.8e+09      |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.999        |
|    value_loss           | 7.85e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.2         |
|    ep_rew_mean          | -1.01e+05    |
| time/                   |              |
|    fps                  | 281          |
|    iterations           | 11           |
|    time_elapsed         | 320          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0006114699 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.32e+09     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.000685    |
|    std                  | 0.999        |
|    value_loss           | 7.19e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 12.9         |
|    ep_rew_mean          | -1.24e+05    |
| time/                   |              |
|    fps                  | 279          |
|    iterations           | 12           |
|    time_elapsed         | 352          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0016546812 |
|    clip_fraction        | 0.000159     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.68e+09     |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00169     |
|    std                  | 0.999        |
|    value_loss           | 7.22e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 12.5         |
|    ep_rew_mean          | -1.17e+05    |
| time/                   |              |
|    fps                  | 277          |
|    iterations           | 13           |
|    time_elapsed         | 383          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0015216211 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.11e+09     |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00155     |
|    std                  | 0.999        |
|    value_loss           | 7.5e+09      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.5         |
|    ep_rew_mean          | -1.19e+05    |
| time/                   |              |
|    fps                  | 275          |
|    iterations           | 14           |
|    time_elapsed         | 415          |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0014024836 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -12.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.13e+09     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.0014      |
|    std                  | 0.998        |
|    value_loss           | 7.27e+09     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 12.7        |
|    ep_rew_mean          | -1e+05      |
| time/                   |             |
|    fps                  | 273         |
|    iterations           | 15          |
|    time_elapsed         | 449         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.001629678 |
