Logging to /home/c/choton/reinforcement_learning/icra_2026/aug11_random_hyp_exp/logs/August11_15/PPO_env7
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 102       |
|    ep_rew_mean     | -9.88e+04 |
| time/              |           |
|    fps             | 282       |
|    iterations      | 1         |
|    time_elapsed    | 58        |
|    total_timesteps | 16384     |
----------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 123        |
|    ep_rew_mean          | -9.79e+04  |
| time/                   |            |
|    fps                  | 230        |
|    iterations           | 2          |
|    time_elapsed         | 142        |
|    total_timesteps      | 32768      |
| train/                  |            |
|    approx_kl            | 0.00416101 |
|    clip_fraction        | 0.0274     |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.54      |
|    explained_variance   | -1.67e-06  |
|    learning_rate        | 0.0011     |
|    loss                 | 1.02e+09   |
|    n_updates            | 10         |
|    policy_gradient_loss | -0.00307   |
|    std                  | 1.01       |
|    value_loss           | 1.3e+09    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 121        |
|    ep_rew_mean          | -9.88e+04  |
| time/                   |            |
|    fps                  | 218        |
|    iterations           | 3          |
|    time_elapsed         | 225        |
|    total_timesteps      | 49152      |
| train/                  |            |
|    approx_kl            | 0.00429436 |
|    clip_fraction        | 0.0233     |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.6       |
|    explained_variance   | 1.79e-07   |
|    learning_rate        | 0.0011     |
|    loss                 | 6.13e+08   |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.00348   |
|    std                  | 1.02       |
|    value_loss           | 1.04e+09   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 145          |
|    ep_rew_mean          | -9.84e+04    |
| time/                   |              |
|    fps                  | 212          |
|    iterations           | 4            |
|    time_elapsed         | 307          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0039142505 |
|    clip_fraction        | 0.0265       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.66        |
|    explained_variance   | -9.54e-07    |
|    learning_rate        | 0.0011       |
|    loss                 | 6.22e+08     |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.0028      |
|    std                  | 1.03         |
|    value_loss           | 1.03e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 167          |
|    ep_rew_mean          | -9.78e+04    |
| time/                   |              |
|    fps                  | 208          |
|    iterations           | 5            |
|    time_elapsed         | 392          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0042341794 |
|    clip_fraction        | 0.0229       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.74        |
|    explained_variance   | -6.68e-06    |
|    learning_rate        | 0.0011       |
|    loss                 | 5.42e+08     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00256     |
|    std                  | 1.05         |
|    value_loss           | 8.45e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 165          |
|    ep_rew_mean          | -9.71e+04    |
| time/                   |              |
|    fps                  | 206          |
|    iterations           | 6            |
|    time_elapsed         | 476          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0039944006 |
|    clip_fraction        | 0.0259       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.85        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0011       |
|    loss                 | 5.47e+08     |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.00266     |
|    std                  | 1.07         |
|    value_loss           | 7.1e+08      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 177         |
|    ep_rew_mean          | -9.84e+04   |
| time/                   |             |
|    fps                  | 204         |
|    iterations           | 7           |
|    time_elapsed         | 559         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.003953345 |
|    clip_fraction        | 0.0237      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.95       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0011      |
|    loss                 | 6.68e+08    |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00238    |
|    std                  | 1.08        |
|    value_loss           | 7.48e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 174          |
|    ep_rew_mean          | -9.82e+04    |
| time/                   |              |
|    fps                  | 203          |
|    iterations           | 8            |
|    time_elapsed         | 644          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0035794778 |
|    clip_fraction        | 0.0148       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.03        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0011       |
|    loss                 | 4.02e+08     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00141     |
|    std                  | 1.1          |
|    value_loss           | 6.92e+08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -9.79e+04   |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 9           |
|    time_elapsed         | 727         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.004135493 |
|    clip_fraction        | 0.0221      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.12       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0011      |
|    loss                 | 2.48e+08    |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00241    |
|    std                  | 1.11        |
|    value_loss           | 6.65e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 196          |
|    ep_rew_mean          | -9.82e+04    |
| time/                   |              |
|    fps                  | 202          |
|    iterations           | 10           |
|    time_elapsed         | 810          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0042395117 |
|    clip_fraction        | 0.0231       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.21        |
