Logging to /home/c/choton/reinforcement_learning/icra_2026/aug9_default_hyp_exp/logs/August09_15/PPO_env8
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 122       |
|    ep_rew_mean     | -9.84e+04 |
| time/              |           |
|    fps             | 576       |
|    iterations      | 1         |
|    time_elapsed    | 14        |
|    total_timesteps | 8192      |
----------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 108          |
|    ep_rew_mean          | -9.97e+04    |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 2            |
|    time_elapsed         | 41           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0043035205 |
|    clip_fraction        | 0.0122       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 1.01e-06     |
|    learning_rate        | 0.0003       |
|    loss                 | 2.95e+08     |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00194     |
|    std                  | 0.999        |
|    value_loss           | 6.6e+08      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -9.89e+04   |
| time/                   |             |
|    fps                  | 361         |
|    iterations           | 3           |
|    time_elapsed         | 68          |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.002868244 |
|    clip_fraction        | 0.00273     |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.51       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 4.84e+08    |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.00128    |
|    std                  | 1           |
|    value_loss           | 8.28e+08    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | -9.86e+04   |
| time/                   |             |
|    fps                  | 346         |
|    iterations           | 4           |
|    time_elapsed         | 94          |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.003911621 |
|    clip_fraction        | 0.013       |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.51       |
|    explained_variance   | 1.73e-06    |
|    learning_rate        | 0.0003      |
|    loss                 | 2.88e+08    |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00223    |
|    std                  | 1           |
|    value_loss           | 6.15e+08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | -9.9e+04     |
| time/                   |              |
|    fps                  | 332          |
|    iterations           | 5            |
|    time_elapsed         | 123          |
|    total_timesteps      | 40960        |
| train/                  |              |
|    approx_kl            | 0.0032827738 |
|    clip_fraction        | 0.00654      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 5.15e+08     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00151     |
|    std                  | 1            |
|    value_loss           | 7.05e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -9.98e+04    |
| time/                   |              |
|    fps                  | 327          |
|    iterations           | 6            |
|    time_elapsed         | 150          |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0037292964 |
|    clip_fraction        | 0.00402      |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.13e+08     |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.00127     |
|    std                  | 0.999        |
|    value_loss           | 6.94e+08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | -9.87e+04    |
| time/                   |              |
|    fps                  | 323          |
|    iterations           | 7            |
|    time_elapsed         | 177          |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0042019263 |
|    clip_fraction        | 0.0164       |
|    clip_range           | 0.2          |
|    entropy_loss         | -8.51        |
